NUMERO> ;NOME>                    ;SNS>       ;ABO;Rh>;SEXO>;DATA NASC.> ;RUA>                    ;CÓD. POSTAL>;LOCALIDADE>     ;PAÍS>        ;E-MAIL>                                   ;TEL.>     ;TELM.>    
453469;Hadassah Erickson;907472716;A;+;F;29-04-1978;P.O. Box 961, 2092 Dignissim Street;4577-985;Coimbra;Portugal;tellus.lorem.eu@egestasSedpharetra.co.uk;227487159;976328535
299300;Naomi Leblanc;680389682;AB;-;F;14-08-1957;Ap #608-4193 Quisque Ave;4126-573;Lisboa;Portugal;Mauris.magna@inmolestietortor.org;267473722;984545944
869056;Orli Simon;765132984;A;-;F;24-05-1982;9505 Lobortis, Rd.;4144-758;Braga;Portugal;Nullam@pedesagittis.edu;283791764;918672345
300535;Price David;260309629;O;-;M;08-03-1982;P.O. Box 556, 7156 Sed St.;4357-245;Barcelos;Portugal;gravida@eunulla.ca;268572262;925885855
220866;Zelda Parrish;687214717;AB;-;F;11-07-1987;1321 Vitae St.;4695-779;Porto;Portugal;aliquam.iaculis@consequat.edu;226927686;996632127
623306;Andrew Booth;661205936;A;+;M;02-04-1967;516 Interdum Rd.;4891-174;Barcelos;Portugal;tincidunt.congue@pede.edu;235338565;997252461
968668;Vera Sherman;717030056;B;-;M;18-12-1989;513-5818 Urna. Rd.;4658-623;Porto;Portugal;lectus@elit.co.uk;212796274;939312384
549273;Evelyn Brady;696596421;A;-;F;11-01-1968;2899 Molestie Ave;4694-861;Coimbra;Portugal;Phasellus.ornare.Fusce@rutrumeuultrices.ca;277899853;924288817
535586;Zorita Barron;558473313;B;+;F;15-10-1962;629-9264 In Ave;4174-347;Barcelos;Portugal;Integer.aliquam@congueInscelerisque.com;291114824;985843199
815091;Randall Wilkinson;640750991;B;-;M;26-03-1961;432-4899 Dignissim St.;4964-771;Coimbra;Portugal;dui.nec@mollisneccursus.org;276846613;917451129
194622;Barbara Bates;398051792;O;-;M;03-09-1987;8351 Suspendisse Avenue;4338-832;Barcelos;Portugal;pretium.aliquet.metus@egetvenenatis.ca;288183457;931122515
786961;Florence Benjamin;309957425;B;-;M;06-09-1965;411-4240 Mollis Av.;4922-438;Barcelos;Portugal;sit@convallis.co.uk;295319258;983459637
888985;Amery Cantu;178600358;O;+;F;16-07-1968;1238 Quam Road;4521-847;Lisboa;Portugal;ullamcorper@pedeNuncsed.co.uk;228254235;991289674
346357;Christen Hogan;717727483;B;+;F;03-10-1977;905-9346 Sapien Av.;4624-287;Coimbra;Portugal;porttitor.eros.nec@temporerat.org;216749722;993175676
828657;Chaney Huff;898250588;A;+;F;22-05-1981;2836 Aliquet, St.;4991-317;Braga;Portugal;volutpat.nunc@posuereenim.edu;259536211;975226819
456045;Desirae Maldonado;721611381;O;-;M;13-05-1974;308-4717 Magna. Rd.;4475-966;Barcelos;Portugal;Nam.interdum@Nuncquis.ca;271267135;963141955
756971;Myles Mcmahon;840090609;B;+;M;10-08-1967;P.O. Box 809, 6098 Donec St.;4693-978;Porto;Portugal;pede@nonmagna.org;294777648;918628424
866648;Charity Davis;474719671;O;+;F;10-08-1963;Ap #108-526 A Rd.;4873-267;Guimarães;Portugal;Duis@magna.org;295484841;935971571
777157;Hilda Stuart;664259695;A;+;M;13-04-1985;Ap #964-1716 Molestie Street;4788-229;Guimarães;Portugal;et.netus.et@Nulla.edu;278693244;969817989
852256;Suki Henry;307805025;O;+;M;19-01-1991;P.O. Box 172, 5812 Suspendisse St.;4723-722;Barcelos;Portugal;magna.sed.dui@elitpretiumet.net;219225151;913857423
632870;Henry Wooten;568986609;O;-;F;28-02-1975;7981 Feugiat Road;4186-581;Porto;Portugal;tortor@magnaCras.ca;251349414;932848585
186934;Dieter Gibson;267395864;A;+;M;12-04-1971;P.O. Box 432, 1160 Dui, Avenue;4574-636;Braga;Portugal;pellentesque@pedemalesuadavel.co.uk;212231471;933173968
294817;Aladdin Berg;845848819;O;+;M;07-12-1992;P.O. Box 337, 7220 Non Street;4127-775;Barcelos;Portugal;orci.tincidunt@arcu.org;227583392;964922379
129176;Elvis Leonard;580082248;B;-;M;20-12-1990;8083 Augue Avenue;4764-432;Guimarães;Portugal;et.rutrum.eu@viverraMaecenas.ca;254348434;961383561
455903;Ciara Barrett;157461870;AB;+;F;02-05-1984;P.O. Box 245, 5429 Lobortis Rd.;4796-723;Guimarães;Portugal;Nulla.semper.tellus@lectus.co.uk;224564281;944965119
195807;Lenore York;324277953;O;+;M;14-04-1984;566-2280 Tincidunt Street;4177-382;Barcelos;Portugal;vel@tellusjustosit.ca;286669688;999843365
696987;Fletcher Ramos;410796496;AB;+;M;12-04-1958;P.O. Box 319, 5837 Mauris. Ave;4659-753;Porto;Portugal;netus@Fuscefermentumfermentum.edu;277991567;977899295
324878;Morgan Hayden;883882071;AB;-;M;18-09-1986;6342 Mauris Ave;4113-237;Porto;Portugal;arcu@blandit.edu;262459599;963517187
203807;Craig Parker;848961781;A;+;M;13-01-1971;Ap #658-4977 Dapibus St.;4378-397;Lisboa;Portugal;ac.turpis.egestas@pellentesquetellussem.org;249618362;942338943
589361;Jolie Mcintyre;990127620;B;-;M;02-04-1980;8147 Urna Road;4412-286;Guimarães;Portugal;ut.ipsum.ac@fringilla.co.uk;288826468;945433911
227350;Oleg Sawyer;205744311;AB;+;F;04-11-1974;Ap #849-1112 Nec, Rd.;4357-525;Guimarães;Portugal;nisi.Mauris.nulla@Duisdignissimtempor.edu;235239259;925176935
768858;Tatyana Armstrong;432700983;O;-;F;30-04-1982;P.O. Box 569, 7585 Tempor Avenue;4569-758;Coimbra;Portugal;et@ligulaAeneangravida.net;279526112;915996392
805771;Angelica Lang;913263464;AB;-;F;03-03-1985;860-9387 Malesuada Av.;4154-731;Lisboa;Portugal;neque@famesac.co.uk;254387978;981317462
693491;Diana Cote;212834533;O;+;M;06-08-1967;P.O. Box 432, 8521 Cras Street;4359-758;Guimarães;Portugal;sed@sedturpis.com;296147949;995961399
246345;Chastity Galloway;393409308;B;-;F;22-07-1973;2360 Sit Rd.;4697-837;Coimbra;Portugal;eu@lacusUt.edu;231285723;972826686
643098;Burton Briggs;240221221;O;-;F;22-05-1980;Ap #261-2675 Consectetuer Rd.;4428-741;Porto;Portugal;vitae.semper@musProinvel.com;298577785;948746432
917520;Xerxes Pennington;713841696;A;-;F;07-09-1959;457 Mollis Street;4979-231;Lisboa;Portugal;quam.vel@ante.co.uk;248111781;965162621
101780;Selma Mcleod;941480196;AB;+;F;15-07-1961;Ap #181-8465 Interdum. Rd.;4895-566;Barcelos;Portugal;varius.ultrices.mauris@velitdui.ca;226514455;917498641
456838;Robert House;257318416;O;-;F;14-08-1991;2745 Pede Street;4333-628;Barcelos;Portugal;neque@tempor.org;213836962;991513918
586462;Herman Barrera;700203471;B;+;F;25-09-1978;Ap #601-7801 Pede Av.;4977-553;Barcelos;Portugal;dolor@amet.co.uk;282322878;973191986
254403;Derek Myers;524064880;AB;-;M;05-01-1974;120-8389 Rutrum St.;4127-673;Coimbra;Portugal;Nam.interdum.enim@vulputatelacus.org;212199678;981566594
782397;Ira Lara;957485561;AB;-;M;10-08-1980;357-8811 Quisque Avenue;4349-955;Porto;Portugal;non.massa.non@tempusmauriserat.edu;242767939;929219846
635064;Latifah Mcmillan;943789188;AB;-;F;08-03-1962;3929 Nunc St.;4979-739;Braga;Portugal;enim.nisl.elementum@Morbi.com;235922544;951656622
209906;Keiko Compton;517247510;AB;-;F;11-09-1993;Ap #926-5543 Lacus. Road;4395-271;Guimarães;Portugal;arcu.Vestibulum@elitCurabitur.edu;212858894;929992149
647692;Alec Ortega;271170018;O;-;M;30-12-1990;9990 Duis Ave;4348-298;Braga;Portugal;venenatis@elit.ca;226237494;962123291
263074;Hedy Abbott;200228440;B;-;F;21-11-1965;Ap #782-2643 Malesuada St.;4778-553;Porto;Portugal;Donec.nibh@purusgravida.ca;267957269;914163694
652736;Sawyer Sheppard;305534951;AB;-;M;30-04-1967;Ap #455-6176 Lobortis Avenue;4133-822;Braga;Portugal;lectus.rutrum.urna@felisorciadipiscing.net;265992824;967888184
826409;Reuben Haynes;640664515;AB;-;F;16-01-1973;737-1847 Quam Street;4756-351;Barcelos;Portugal;ut.nisi.a@mattis.net;289438153;992481638
225605;Keegan Arnold;728445864;B;-;F;23-10-1966;530 Tincidunt, St.;4411-178;Braga;Portugal;dolor.tempus.non@pretiumetrutrum.net;288298196;981535718
886392;Grace Cotton;147532257;B;-;F;28-08-1976;Ap #109-2366 Vestibulum. Rd.;4726-537;Porto;Portugal;urna@mienim.ca;252564826;974979352
164810;Anne Hood;529357350;B;-;F;19-11-1969;Ap #940-8386 Nunc Av.;4371-391;Barcelos;Portugal;lectus@ipsum.co.uk;246138674;988877238
112415;Gisela Williams;312453076;O;+;F;12-10-1961;260-9286 Dignissim. Av.;4119-624;Coimbra;Portugal;erat.semper.rutrum@et.edu;239946183;924483487
195371;Dante Mccall;211018179;AB;-;F;28-12-1987;Ap #983-9101 Vehicula Road;4781-319;Coimbra;Portugal;vitae.posuere.at@metuseu.edu;263723838;928371234
204359;Noah Buchanan;658822076;O;+;F;21-02-1960;P.O. Box 333, 5265 Rutrum St.;4277-994;Lisboa;Portugal;non.egestas.a@etarcuimperdiet.ca;236424715;957467911
622759;Aiko Lyons;691413809;A;-;F;11-05-1977;247-449 Laoreet, St.;4185-467;Coimbra;Portugal;vel@quam.edu;267162124;936952711
714746;Silas Patel;870572135;A;-;M;25-04-1969;P.O. Box 757, 8451 Egestas. St.;4361-958;Coimbra;Portugal;pretium.aliquet@ametante.com;217686798;978364282
765780;Amity Davis;697725699;AB;-;F;01-02-1983;108-4258 Nulla Av.;4844-939;Coimbra;Portugal;porttitor.interdum@pretium.co.uk;271991624;948825595
742538;Destiny Britt;794845651;AB;+;M;10-08-1981;277 Ac Road;4749-778;Coimbra;Portugal;felis.eget@nisimagna.ca;228715267;912562373
599046;Dacey Mack;442142243;O;-;M;22-08-1981;P.O. Box 604, 3284 Adipiscing St.;4269-279;Guimarães;Portugal;augue.malesuada.malesuada@ante.ca;296597273;956881573
382348;May Britt;675332234;B;+;M;24-07-1958;P.O. Box 461, 1036 Fusce Ave;4413-655;Porto;Portugal;ac.turpis.egestas@ridiculusmus.edu;234594466;952152392
873827;Nora Fry;451061713;O;-;M;17-02-1970;518-7826 Nisi Ave;4244-881;Lisboa;Portugal;In.scelerisque.scelerisque@semeget.org;281525861;919667559
812357;Sade Nash;666905655;AB;+;F;25-05-1971;Ap #205-5131 Interdum Rd.;4851-837;Porto;Portugal;conubia.nostra@ligulaAliquamerat.edu;236154168;972546432
747828;Sasha Beck;291576457;O;+;M;21-01-1975;8162 Sem Rd.;4324-431;Barcelos;Portugal;vitae.aliquet.nec@gravida.net;218988366;966546424
924630;Dorian Tran;907661930;O;+;F;22-07-1955;789-2565 Lorem, Street;4157-479;Porto;Portugal;non@ultricies.edu;262972852;975198456
956294;Walker Lester;485532245;O;+;M;20-04-1974;725-1486 In Street;4671-572;Guimarães;Portugal;pellentesque.a@adui.ca;275613816;927375939
738189;Ariel Mcdonald;993311483;A;+;F;12-10-1974;Ap #274-5022 Facilisis. Rd.;4514-336;Braga;Portugal;velit.eu.sem@amagna.net;262944293;958937231
169071;Jaquelyn Everett;141977458;O;-;M;29-04-1976;626-3674 Massa Street;4353-747;Guimarães;Portugal;nonummy.ut@eleifendnon.co.uk;254239162;984577143
372348;Benedict Cook;824209885;B;-;M;30-07-1980;125-979 Non Rd.;4469-248;Guimarães;Portugal;lacus.Ut.nec@euismodurnaNullam.edu;221862233;931598491
114713;Jemima Huber;245915103;A;-;F;01-12-1990;P.O. Box 148, 2290 Dapibus Street;4915-494;Braga;Portugal;adipiscing.lobortis@Aliquam.ca;234878813;997147794
638249;Neville Dillard;132198655;A;+;F;28-06-1990;969 Donec Avenue;4875-685;Barcelos;Portugal;Phasellus.dapibus@Suspendisse.com;297295229;935593746
582514;Gabriel Harvey;215724325;B;-;F;30-12-1962;Ap #682-384 Scelerisque St.;4222-926;Braga;Portugal;Ut@molestiepharetranibh.net;275787336;982991747
195505;Justine Goff;627621223;O;-;F;05-03-1960;Ap #622-523 Vitae St.;4728-529;Lisboa;Portugal;viverra@atrisus.co.uk;269384774;992959598
181869;Aline Warner;830299454;AB;-;M;17-08-1967;9726 Ut Rd.;4773-117;Barcelos;Portugal;vel.venenatis@quisarcu.net;246838982;975382119
829510;Marah Murray;626149506;A;-;F;11-08-1992;Ap #975-2957 Felis Street;4859-813;Guimarães;Portugal;Phasellus.nulla.Integer@ametrisusDonec.ca;277831368;927653619
704076;Gillian Pierce;931525066;B;+;M;03-12-1962;328-4661 Cras Avenue;4878-138;Porto;Portugal;magna@Morbinequetellus.ca;217514583;927956327
567193;Lana Hartman;467177867;A;-;M;26-10-1974;P.O. Box 501, 5340 Sem Avenue;4319-856;Coimbra;Portugal;placerat.augue@fringilla.com;293573851;923186321
985821;Autumn Payne;552851026;O;-;F;27-06-1973;Ap #558-2821 Ac St.;4152-633;Porto;Portugal;Vestibulum.ante.ipsum@eu.co.uk;211928779;954333582
526904;Finn Solis;346473513;B;+;M;22-05-1984;Ap #389-3348 Aliquam St.;4179-822;Guimarães;Portugal;ut.sem.Nulla@Suspendissetristiqueneque.edu;262776525;937224139
249720;Reece Baird;562634473;O;-;F;24-10-1957;9039 Ipsum. St.;4192-745;Lisboa;Portugal;vel.faucibus.id@justo.com;276763914;951347967
256910;Fay Allen;217722142;O;-;F;14-02-1964;Ap #435-705 Mauris St.;4159-432;Guimarães;Portugal;id.mollis.nec@Nulla.com;293883832;996424759
429449;Lenore Houston;734407635;O;+;M;01-05-1967;532-4411 Duis Rd.;4223-924;Porto;Portugal;mattis@malesuadaaugue.net;233867939;987556614
310618;Tobias Nixon;801794303;B;+;M;07-03-1981;Ap #159-170 At, Ave;4975-584;Coimbra;Portugal;ac.mattis.ornare@magnaetipsum.net;279961115;996533789
675333;Colt Chambers;648699252;B;+;M;23-01-1963;P.O. Box 206, 4289 Eleifend St.;4693-398;Lisboa;Portugal;Cras.vehicula@elit.edu;249936827;946658964
578454;Gail Blake;752783631;O;-;M;03-04-1973;6301 Molestie Street;4526-659;Coimbra;Portugal;dolor@ullamcorpernisl.com;267631679;935864739
556900;Calista Ramsey;643616247;O;-;M;27-02-1959;381-8036 Risus Ave;4579-415;Barcelos;Portugal;sed@ultrices.com;249736192;961611884
907029;Imani Bradley;292251597;AB;+;M;26-09-1966;230-3183 Donec Street;4891-384;Guimarães;Portugal;mauris.ut@montesnascetur.ca;233561811;996498455
177716;Orson Obrien;686550866;A;-;F;18-11-1958;767-6907 Sed Rd.;4753-591;Guimarães;Portugal;Donec@eu.edu;222434464;953676973
718877;Emily Dean;103767333;B;+;M;08-08-1992;Ap #490-902 Sed, Ave;4413-958;Porto;Portugal;a@Quisque.co.uk;243472342;967616756
925748;Graham Santana;559764037;O;+;F;16-12-1983;810-8639 Sed Rd.;4611-832;Coimbra;Portugal;dui.Fusce@Sedetlibero.ca;266516678;954976784
158286;Hanae Delaney;544800620;AB;-;F;10-11-1974;Ap #252-7261 Velit. Rd.;4666-996;Porto;Portugal;augue.id.ante@Aeneanmassa.ca;233313699;959872296
846229;Lisandra Knox;200802654;A;+;M;22-09-1981;607-8546 Nunc Av.;4617-551;Coimbra;Portugal;sit@enim.ca;297441568;921825147
427805;Xavier Barrett;300596961;O;-;F;17-03-1974;P.O. Box 588, 9249 Erat Rd.;4774-961;Porto;Portugal;eu@Integeridmagna.edu;242343353;992332557
353073;Justina Tanner;690585851;O;-;F;15-08-1970;965-7419 Sed Avenue;4532-517;Coimbra;Portugal;purus.Maecenas.libero@nec.org;224618781;968661859
988451;Colton Carpenter;383689914;A;-;F;08-05-1968;Ap #276-7660 Donec Rd.;4151-484;Barcelos;Portugal;pede.nec.ante@dapibusquamquis.co.uk;235599459;913713832
531663;Zachery Cameron;891301005;A;-;M;03-07-1970;Ap #802-8661 Aliquet Rd.;4912-124;Guimarães;Portugal;gravida.sagittis@anteVivamus.ca;234436699;965676818
777241;Pearl Elliott;546229206;AB;+;M;01-08-1993;150-3342 Tincidunt Av.;4648-374;Porto;Portugal;id.risus@NullafacilisisSuspendisse.co.uk;284226373;964361743
986607;Gay Hudson;274108086;O;+;F;22-04-1985;2935 Tellus Street;4255-899;Barcelos;Portugal;arcu.et.pede@dolor.edu;225556486;962281931
234558;Lev Mccray;261787513;AB;-;M;06-08-1969;P.O. Box 694, 381 Dictum. Rd.;4136-332;Coimbra;Portugal;ut@leo.net;272833923;965159166
170834;Hakeem Tanner;745211098;O;+;M;25-03-1978;396-2905 Molestie Avenue;4339-144;Porto;Portugal;mollis.Duis@tinciduntaliquamarcu.co.uk;282522153;941122688
946299;Neville Bradford;815307143;O;+;M;23-01-1977;924-1883 Ligula. Rd.;4218-612;Barcelos;Portugal;dolor@estacmattis.co.uk;216664788;973546272
472021;Myles Kelly;990504752;A;+;F;23-05-1979;P.O. Box 613, 3301 Ornare Rd.;4479-782;Porto;Portugal;nulla.ante@turpisnec.co.uk;282977939;941998545
516518;Fritz Petersen;271052817;O;-;M;16-01-1958;P.O. Box 617, 7529 At Rd.;4347-591;Coimbra;Portugal;rutrum.lorem@Uttincidunt.edu;255958328;997289985
954882;Jesse Morse;118613773;AB;+;F;08-03-1964;P.O. Box 761, 830 Mauris Rd.;4757-866;Barcelos;Portugal;Cras.dictum.ultricies@ategestasa.edu;281963175;937647956
144397;Florence Goodman;120737755;B;-;F;24-11-1963;Ap #455-8167 Lorem Avenue;4393-685;Coimbra;Portugal;a.sollicitudin@nibhenim.edu;222643558;959673181
270421;Marsden Robertson;578590070;A;-;M;08-06-1967;586-7052 Risus St.;4927-862;Porto;Portugal;aliquet.vel@faucibusorciluctus.com;274382837;996774351
472414;Fallon Mooney;636124243;O;-;F;30-08-1967;2257 Ultrices. Rd.;4917-734;Guimarães;Portugal;natoque@nullamagnamalesuada.org;294342817;925846565
494768;Ray Albert;962370328;O;+;M;15-01-1990;3481 Aliquam Avenue;4296-559;Porto;Portugal;lacus.varius@ultriciesligula.net;246695571;928149939
330783;Ginger Coffey;860779805;O;+;F;16-12-1975;Ap #694-1039 Metus Rd.;4327-958;Barcelos;Portugal;Nullam@consequatauctor.edu;259496197;957437321
946750;Allegra Stafford;538300787;O;-;F;29-07-1974;536-4776 Praesent Street;4981-995;Coimbra;Portugal;lacus.pede.sagittis@dolorquam.net;219244718;965181577
800198;Amaya Finch;361862607;AB;+;F;07-03-1975;Ap #767-5766 Nunc Av.;4961-617;Porto;Portugal;malesuada@ligulaAliquam.edu;218945123;921182947
726210;Iola Acosta;166460785;B;-;F;14-09-1987;8438 Leo Rd.;4699-444;Coimbra;Portugal;dignissim.magna@apurus.edu;248245574;999922943
408563;Gabriel Manning;849748061;B;-;M;09-06-1955;P.O. Box 300, 5421 Curabitur St.;4923-473;Barcelos;Portugal;penatibus@aliquet.ca;254987252;971875959
764720;Hasad Tyson;334339739;O;+;F;15-06-1984;Ap #256-5762 Eu, St.;4917-253;Coimbra;Portugal;Mauris@sollicitudin.net;276958126;925761842
788370;Victoria Osborne;382063396;AB;-;F;26-06-1967;9254 Suspendisse Rd.;4484-614;Guimarães;Portugal;elementum.lorem@eusemPellentesque.org;251927198;994513747
689559;Thaddeus Phillips;298241057;O;+;M;08-10-1958;Ap #192-5508 Facilisis Ave;4493-482;Braga;Portugal;vel.vulputate@In.ca;299494445;945279939
496639;Buckminster Willis;202261986;O;-;F;18-07-1968;995-2941 Tristique Road;4357-864;Porto;Portugal;ipsum.leo.elementum@nonvestibulum.org;257371176;964788469
630810;Travis Hughes;792102753;B;+;F;06-03-1993;Ap #723-4032 Nisl St.;4586-991;Coimbra;Portugal;ligula.Nullam@risus.ca;262986616;945397577
237694;Delilah Harvey;839062325;A;-;M;04-05-1977;Ap #280-7486 Euismod Rd.;4573-615;Barcelos;Portugal;enim.mi.tempor@Quisquetinciduntpede.org;249256916;952559432
920668;Arthur Yang;483983735;AB;-;M;15-09-1978;Ap #657-9229 Ipsum Road;4374-294;Guimarães;Portugal;vehicula.aliquet.libero@vulputateullamcorper.ca;293859193;976923584
487475;Bertha Delaney;825653120;A;+;M;24-01-1988;560-1238 Vestibulum Ave;4233-265;Braga;Portugal;elit.pede@pharetrased.net;249355635;961429781
352625;Jin Kim;851851003;A;+;M;03-06-1977;P.O. Box 192, 804 Aliquam St.;4229-656;Barcelos;Portugal;arcu@aliquet.com;255529576;914383993
200716;Ivor Mccoy;988418580;O;-;F;12-08-1970;Ap #606-6650 Nunc Av.;4119-211;Lisboa;Portugal;netus.et.malesuada@liberolacus.ca;264774734;922888335
991467;Oscar Macdonald;620260394;B;+;F;12-01-1982;690-8843 Ipsum Av.;4168-733;Coimbra;Portugal;Nulla.eu.neque@lectusjusto.com;219942974;993627972
178453;Damon Gaines;567083705;A;-;F;28-12-1980;Ap #361-3380 Tristique Road;4443-424;Braga;Portugal;dui@aultricies.net;267631744;922682147
949865;Randall Short;730950793;AB;+;M;26-07-1992;Ap #302-7968 Sed, Av.;4323-593;Guimarães;Portugal;ultrices@eu.edu;252313345;998466677
681479;Ryder Tucker;455955624;A;-;F;30-11-1961;358-9630 Mollis Ave;4859-519;Lisboa;Portugal;Nunc.sed@mieleifendegestas.org;273569256;954772626
430838;Tyrone Roberson;882641945;O;-;M;05-08-1975;P.O. Box 118, 8908 Bibendum. Av.;4477-171;Barcelos;Portugal;dapibus@semper.net;292267263;934894528
284498;Rinah Huber;212364311;O;-;F;27-01-1974;P.O. Box 284, 6786 Praesent Avenue;4259-813;Porto;Portugal;quam.Curabitur@maurisa.net;284963359;966292558
493399;Gillian Oneill;391786460;A;-;M;31-01-1965;647-2046 Dui. Ave;4977-468;Braga;Portugal;senectus.et.netus@ipsumprimis.ca;288557862;996175692
568434;Xavier Duran;816229596;O;+;M;04-12-1966;150-362 Blandit Rd.;4292-234;Barcelos;Portugal;at.velit@euligulaAenean.net;288676562;945236327
354424;Ori Brewer;634587237;O;-;F;28-04-1966;137-8520 Accumsan St.;4243-348;Porto;Portugal;est.Nunc.laoreet@afelisullamcorper.edu;293317131;938373785
105963;Naomi Gibbs;396529233;A;-;F;28-10-1972;334-9260 Sociis St.;4116-164;Guimarães;Portugal;Curae.Phasellus@Nullamscelerisque.com;224832436;969231445
802495;Gabriel Burns;863836564;O;+;F;02-09-1987;4169 At Avenue;4549-472;Lisboa;Portugal;orci.lobortis.augue@arcuAliquam.co.uk;215192462;955669245
311552;Craig Elliott;419756895;O;+;F;09-06-1980;P.O. Box 360, 1224 Et Rd.;4938-833;Coimbra;Portugal;vitae.aliquam.eros@quamelementum.com;271235499;982239889
946775;Josephine Riddle;835919286;A;-;M;25-05-1990;P.O. Box 840, 8615 Amet Ave;4587-667;Barcelos;Portugal;cursus.Integer@condimentumegetvolutpat.edu;219924589;915862677
659972;Jerome Pacheco;740114381;B;-;M;11-04-1973;5660 Adipiscing Rd.;4964-216;Barcelos;Portugal;nisi.sem.semper@pharetrased.ca;276358248;917616965
137127;Neil Hester;887323761;AB;-;F;10-10-1985;8614 Lobortis Av.;4146-181;Coimbra;Portugal;vitae.mauris.sit@Aliquam.ca;273366733;921478587
616568;Quentin Dennis;940741535;O;-;M;11-11-1984;895-4700 Lectus Road;4225-412;Coimbra;Portugal;ut@dictumeleifendnunc.com;288824537;996919863
207198;Maisie Joseph;529801174;A;+;M;24-11-1983;887-1075 Eget, Road;4234-334;Coimbra;Portugal;ullamcorper@tortorNunccommodo.net;297778968;975442189
973668;Abraham Winters;448452117;AB;+;F;01-07-1983;309 Amet Rd.;4151-145;Barcelos;Portugal;ac@velitSed.co.uk;229333317;924257339
648622;Arthur Shepard;841778890;O;+;F;05-11-1972;6321 In St.;4689-124;Barcelos;Portugal;est.congue@euaugue.com;225917482;958248878
737557;Harlan Hunter;710149081;AB;-;F;27-07-1965;P.O. Box 300, 549 Sit Avenue;4335-898;Porto;Portugal;eleifend@Integer.com;225464832;974267398
404843;Grady Gilbert;265096131;AB;-;M;06-04-1989;7335 Est, St.;4847-562;Braga;Portugal;fames.ac.turpis@sed.co.uk;274232727;987749691
825525;Maryam Sanford;320125517;A;-;F;13-07-1987;4379 Aliquet. Road;4984-848;Barcelos;Portugal;auctor@duinec.edu;225696216;987939926
316794;Levi Smith;272288284;AB;-;M;03-12-1990;P.O. Box 689, 7723 Sed Street;4935-997;Coimbra;Portugal;eget.ipsum@Nulla.com;246891465;957849855
789735;Aretha Riddle;850004001;O;+;F;20-05-1977;2127 Donec Avenue;4912-273;Porto;Portugal;enim.Mauris@nonummyacfeugiat.com;256847226;923883567
638722;Pearl Bender;373016058;A;-;F;09-09-1971;P.O. Box 128, 9485 Et Ave;4623-339;Coimbra;Portugal;Integer.vitae@vellectus.org;273338385;971621279
651442;Kasimir Rodriguez;121323203;A;+;F;16-06-1965;6141 Enim Rd.;4496-179;Porto;Portugal;egestas.urna.justo@sitamet.ca;285258357;962895279
808636;Zoe Delacruz;345311517;O;+;F;03-03-1978;3004 Sodales Ave;4375-128;Porto;Portugal;commodo@tinciduntvehicularisus.co.uk;263595716;943178196
970774;Lael Walters;606316952;O;+;M;27-03-1962;Ap #921-3713 Faucibus Road;4558-642;Braga;Portugal;at@leoinlobortis.com;277982216;931569224
585643;Zenia Mullen;137632144;AB;+;F;27-07-1963;375-9214 Dui. St.;4782-783;Braga;Portugal;eu.erat.semper@lacus.com;247359149;938168764
270213;Kyla Phelps;610570685;AB;-;F;11-10-1992;446-9847 Tempor Ave;4653-398;Porto;Portugal;fringilla@mauriseu.net;291338882;961771772
205090;Burke Sosa;888234011;O;+;F;13-08-1983;Ap #470-5157 Vitae, St.;4248-588;Barcelos;Portugal;auctor.Mauris.vel@eratinconsectetuer.org;234977573;923824676
249373;Ferris Russo;147724989;O;+;F;11-01-1963;P.O. Box 421, 2378 Adipiscing Street;4573-191;Barcelos;Portugal;Nullam@idblandit.org;246912252;979792118
430301;Quail Jenkins;722279236;A;-;M;31-01-1979;4646 Pellentesque Ave;4644-754;Barcelos;Portugal;nisl.Nulla@semmollis.net;244556443;928866347
864807;Jorden Mcclain;504428425;AB;-;M;25-02-1963;P.O. Box 574, 4958 Interdum. Av.;4194-678;Barcelos;Portugal;pellentesque@neque.edu;249318913;948767376
182137;Kitra Moss;921446285;AB;+;F;13-04-1988;6969 Erat. Rd.;4196-288;Lisboa;Portugal;urna.justo.faucibus@Nuncacsem.com;291147246;945517581
738621;Chancellor Fox;100273087;O;-;F;23-07-1961;Ap #888-2614 Nec, Rd.;4443-554;Barcelos;Portugal;non@est.co.uk;224637426;961441798
404915;Ferdinand Moss;506653008;AB;+;F;15-02-1981;2395 Enim Road;4286-152;Barcelos;Portugal;erat.Etiam.vestibulum@sitamet.co.uk;236726127;954742824
924008;Anthony Roach;572679071;A;+;M;09-02-1986;Ap #741-3729 Convallis, Street;4569-786;Porto;Portugal;diam.nunc@acmi.edu;256386152;974374198
977459;Lacey Patrick;450065355;O;-;M;28-08-1957;P.O. Box 994, 3286 Mauris Rd.;4897-731;Coimbra;Portugal;Mauris@Sedauctor.edu;213723339;919789914
258171;Christine Hebert;778227037;A;-;F;09-01-1965;602-8589 Semper Rd.;4572-553;Lisboa;Portugal;Mauris@eget.org;247173637;966727846
400985;Harrison Reilly;899355210;A;-;F;22-04-1969;2069 Consectetuer Rd.;4789-232;Braga;Portugal;neque.Nullam.nisl@nec.co.uk;241862348;952293839
964087;Ferdinand Acevedo;516687395;AB;-;M;03-02-1985;P.O. Box 740, 5794 Velit Rd.;4433-531;Lisboa;Portugal;luctus.et.ultrices@Suspendissedui.co.uk;231161317;916547817
